stoneKiller;callingStation1;callingStation2;callingStation3
16137;1961;5931;
16137;1981;5911;
16127;2011;5891;
16007;2241;5781;
16007;2221;5801;
15997;2201;5831;
15977;2241;5811;
15977;2221;5831;
15967;2251;5811;
15947;2231;5851;
15947;2211;5871;
15937;2241;5851;
16167;2121;5741;
16167;2141;5721;
16157;2171;5701;
16137;2211;5681;
16137;2231;5661;
16127;2211;5691;
16107;2251;5671;
16107;2271;5651;
16097;2251;5681;
16077;2291;5661;
16077;2271;5681;
16067;2251;5711;
16047;2231;5751;
16047;2251;5731;
16037;2256;5736;
16017;2236;5776;
16017;2256;5756;
16007;2236;5786;
15987;2216;5826;
15987;2196;5846;
15977;2176;5876;
15957;2216;5856;
15957;2236;5836;
15947;2216;5866;
15927;2226;5876;
15927;2246;5856;
16147;2146;5736;
16127;2126;5776;
16127;2106;5796;
16117;2086;5826;
16097;2126;5806;
16097;2106;5826;
16087;2136;5806;
15967;2366;5696;
16167;2266;5596;
16057;2166;5806;
16037;2146;5846;
16037;2126;5866;
16027;2156;5846;
16007;2136;5886;
16007;2116;5906;
15997;2096;5936;
15877;2326;5826;
15877;2306;5846;
15867;2286;5876;
15847;2266;5916;
15847;2246;5936;
15837;2276;5916;
15817;2316;5896;
15817;2336;5876;
15807;2316;5906;
15787;2296;5946;
15787;2276;5966;
15777;2256;5996;
15757;2296;5976;
15757;2316;5956;
15747;2346;5936;
15727;2386;5916;
15727;2366;5936;
15717;2396;5916;
15597;2276;6156;
15597;2296;6136;
15587;2276;6166;
15567;2256;6206;
15767;2156;6106;
15757;2136;6136;
15737;2176;6116;
15737;2196;6096;
15957;2096;5976;
15937;2136;5956;
15937;2116;5976;
15927;2096;6006;
15907;2136;5986;
15807;2036;6186;
15797;2016;6216;
15777;2056;6196;
15777;2036;6216;
15767;2066;6196;
15747;2106;6176;
15747;2126;6156;
15737;2106;6186;
15717;2086;6226;
15617;1986;6426;
15607;1991;6431;
15587;1971;6471;
15587;1951;6491;
15577;1931;6521;
15557;1971;6501;
15457;1871;6701;
15447;1851;6731;
15427;1831;6771;
15427;1811;6791;
15417;1841;6771;
15397;1881;6751;
15597;1781;6651;
15587;1761;6681;
15567;1801;6661;
15567;1821;6641;
15787;1721;6521;
15767;1761;6501;
15767;1781;6481;
15757;1811;6461;
15737;1851;6441;
15737;1831;6461;
15727;1811;6491;
15707;1851;6471;
15707;1871;6451;
15697;1851;6481;
15677;1861;6491;
15677;1841;6511;
15567;1741;6721;
15447;1971;6611;
15447;1951;6631;
15437;1931;6661;
15417;1971;6641;
15417;1951;6661;
15407;1931;6691;
15387;1941;6701;
15387;1961;6681;
15377;1941;6711;
15357;1921;6751;
15357;1901;6771;
15347;1931;6751;
15227;1811;6991;
15227;1831;6971;
15217;1861;6951;
15197;1901;6931;
15197;1921;6911;
15187;1901;6941;
15417;1781;6831;
15417;1801;6811;
15407;1806;6816;
15287;1686;7056;
15487;1586;6956;
15477;1616;6936;
15457;1656;6916;
15457;1676;6896;
15447;1706;6876;
15427;1686;6916;
15427;1686;6916;
15417;1716;6896;
15397;1696;6936;
15397;1676;6956;
15387;1706;6936;
15367;1746;6916;
15367;1766;6896;
15357;1796;6876;
15337;1836;6856;
15337;1856;6836;
15227;1756;7046;
15207;1736;7086;
15207;1716;7106;
15197;1746;7086;
15177;1786;7066;
15377;1686;6966;
15367;1691;6971;
15347;1671;7011;
15347;1691;6991;
15337;1671;7021;
15317;1651;7061;
15317;1631;7081;
15307;1611;7111;
15287;1651;7091;
15287;1671;7071;
15277;1701;7051;
15257;1741;7031;
15457;1641;6931;
15447;1621;6961;
15427;1601;7001;
15427;1621;6981;
15417;1601;7011;
15397;1641;6991;
15397;1661;6971;
15387;1641;7001;
15367;1681;6981;
15367;1681;6981;
15587;1581;6861;
15817;1461;6751;
15817;1481;6731;
15807;1461;6761;
16037;1341;6651;
16237;1241;6551;
16457;1141;6431;
16437;1181;6411;
16437;1201;6391;
16427;1181;6421;
16407;1161;6461;
16407;1181;6441;
16397;1211;6421;
16377;1221;6431;
16377;1241;6411;
16367;1271;6391;
16347;1311;6371;
16347;1331;6351;
16337;1361;6331;
16217;1241;6571;
16217;1261;6551;
16207;1291;6531;
16187;1331;6511;
16187;1351;6491;
16177;1381;6471;
16407;1261;6361;
16407;1281;6341;
16397;1286;6346;
16377;1266;6386;
16577;1166;6286;
16567;1146;6316;
16797;1026;6206;
16797;1006;6226;
16787;986;6256;
16767;1026;6236;
16767;1006;6256;
16757;986;6286;
16637;1216;6176;
16637;1196;6196;
16627;1226;6176;
16607;1206;6216;
16607;1186;6236;
16597;1216;6216;
16577;1196;6256;
16577;1216;6236;
16567;1246;6216;
16447;1126;6456;
16647;1026;6356;
16637;1006;6386;
16617;986;6426;
16617;966;6446;
16837;866;6326;
17067;746;6216;
17067;766;6196;
17057;796;6176;
17037;836;6156;
17037;816;6176;
17027;796;6206;
17007;836;6186;
17007;856;6166;
16997;886;6146;
16977;896;6156;
16977;916;6136;
16967;921;6141;
16947;961;6121;
16947;941;6141;
16937;971;6121;
16917;1011;6101;
16917;1031;6081;
16907;1061;6061;
16887;1101;6041;
16887;1081;6061;
16877;1111;6041;
16857;1151;6021;
16857;1171;6001;
16847;1151;6031;
16827;1191;6011;
16827;1211;5991;
16817;1241;5971;
16697;1121;6211;
16697;1101;6231;
16687;1081;6261;
16667;1061;6301;
16667;1041;6321;
16657;1021;6351;
16637;1061;6331;
16637;1081;6311;
16627;1061;6341;
16507;941;6581;
16407;1141;6481;
16397;1121;6511;
16377;1161;6491;
16377;1141;6511;
16267;1041;6721;
16247;1021;6761;
16147;921;6961;
16137;901;6991;
16117;881;7031;
16017;1081;6931;
16007;1061;6961;
15987;1041;7001;
15987;1061;6981;
15977;1041;7011;
15957;1081;6991;
16157;981;6891;
16147;961;6921;
16127;941;6961;
16127;961;6941;
16017;861;7151;
15997;841;7191;
15897;1041;7091;
15887;1071;7071;
15867;1111;7051;
15867;1131;7031;
15857;1111;7061;
15837;1151;7041;
16037;1051;6941;
15927;1281;6821;
15907;1321;6801;
15907;1301;6821;
15897;1331;6801;
15877;1311;6841;
15877;1331;6821;
15867;1311;6851;
15847;1351;6831;
15847;1371;6811;
15837;1351;6841;
16067;1231;6731;
16067;1211;6751;
16287;1111;6631;
16267;1151;6611;
16267;1171;6591;
16157;1401;6471;
16137;1441;6451;
16137;1441;6451;
16127;1421;6481;
16107;1461;6461;
16107;1441;6481;
16097;1471;6461;
16077;1451;6501;
16277;1351;6401;
16267;1381;6381;
16247;1421;6361;
16247;1401;6381;
16237;1431;6361;
16217;1471;6341;
16217;1491;6321;
16207;1521;6301;
16187;1501;6341;
16187;1481;6361;
16177;1461;6391;
16157;1501;6371;
16157;1481;6391;
16147;1461;6421;
16127;1441;6461;
16127;1421;6481;
16117;1401;6511;
16097;1441;6491;
16297;1341;6391;
16517;1241;6271;
16497;1281;6251;
16497;1261;6271;
16487;1291;6251;
16467;1271;6291;
16467;1291;6271;
16457;1321;6251;
16437;1361;6231;
16437;1381;6211;
16427;1361;6241;
16407;1341;6281;
16407;1361;6261;
16397;1391;6241;
16377;1431;6221;
16377;1451;6201;
16367;1481;6181;
16347;1461;6221;
16347;1441;6241;
16337;1421;6271;
16317;1401;6311;
16317;1421;6291;
16307;1451;6271;
16287;1431;6311;
16287;1451;6291;
16277;1481;6271;
16257;1521;6251;
16257;1501;6271;
16247;1481;6301;
16227;1461;6341;
16227;1481;6321;
16217;1511;6301;
16197;1491;6341;
16197;1511;6321;
16187;1541;6301;
16167;1521;6341;
16167;1541;6321;
16157;1521;6351;
16137;1501;6391;
16137;1521;6371;
16027;1421;6581;
16007;1461;6561;
16007;1441;6581;
15997;1421;6611;
15977;1461;6591;
15977;1441;6611;
15967;1421;6641;
15947;1461;6621;
15947;1481;6601;
15937;1461;6631;
15917;1441;6671;
15917;1461;6651;
15907;1441;6681;
15887;1481;6661;
15887;1501;6641;
15877;1531;6621;
16107;1411;6511;
16107;1391;6531;
16097;1421;6511;
16077;1461;6491;
16077;1481;6471;
16067;1511;6451;
16047;1491;6491;
16047;1511;6471;
16037;1541;6451;
16017;1581;6431;
16017;1561;6451;
16007;1541;6481;
15987;1581;6461;
15987;1601;6441;
16207;1501;6321;
16187;1541;6301;
16187;1521;6321;
16177;1501;6351;
16157;1481;6391;
16157;1501;6371;
16147;1481;6401;
16127;1521;6381;
16127;1541;6361;
16117;1521;6391;
16097;1561;6371;
16097;1581;6351;
15987;1811;6231;
15967;1791;6271;
15967;1771;6291;
16187;1671;6171;
16167;1711;6151;
16167;1731;6131;
16157;1761;6111;
16137;1741;6151;
16137;1761;6131;
16127;1741;6161;
16107;1781;6141;
16107;1761;6161;
16097;1791;6141;
16327;1671;6031;
16327;1691;6011;
16317;1721;5991;
16297;1761;5971;
16297;1741;5991;
16187;1641;6201;
16167;1621;6241;
16167;1641;6221;
16157;1671;6201;
16137;1651;6241;
16137;1671;6221;
16127;1651;6251;
16107;1691;6231;
16307;1591;6131;
16297;1621;6111;
16277;1661;6091;
16277;1681;6071;
16267;1661;6101;
16247;1701;6081;
16247;1681;6101;
16237;1661;6131;
16217;1641;6171;
16217;1621;6191;
16207;1651;6171;
16262;1531;6236;
16262;1511;6256;
16252;1491;6286;
16132;1371;6526;
16132;1391;6506;
16122;1371;6536;
16102;1411;6516;
16102;1391;6536;
16092;1371;6566;
16072;1351;6606;
16072;1351;6606;
16062;1381;6586;
16042;1421;6566;
16042;1441;6546;
15932;1671;6426;
15912;1711;6406;
16112;1611;6306;
16002;1841;6186;
15982;1881;6166;
15982;1901;6146;
15972;1881;6176;
15952;1861;6216;
15852;2061;6116;
15842;2041;6146;
15822;2081;6126;
16022;1981;6026;
16012;2011;6006;
15992;1991;6046;
15992;2011;6026;
15982;2041;6006;
15962;2051;6016;
15962;2071;5996;
15952;2051;6026;
15932;2031;6066;
15932;2051;6046;
15822;1951;6256;
15802;1991;6236;
15802;2011;6216;
15792;1991;6246;
15772;1971;6286;
15772;1951;6306;
15762;1931;6336;
15742;1911;6376;
15742;1931;6356;
15732;1961;6336;
15712;2001;6316;
15712;1981;6336;
15702;2011;6316;
15932;1891;6206;
15932;1871;6226;
16152;1771;6106;
16132;1781;6116;
16332;1681;6016;
16322;1661;6046;
16302;1641;6086;
16202;1841;5986;
16192;1871;5966;
16172;1911;5946;
16172;1891;5966;
16162;1921;5946;
16392;1801;5836;
16392;1821;5816;
16612;1721;5696;
16492;1951;5586;
16492;1971;5566;
16712;1871;5446;
16692;1851;5486;
16692;1831;5506;
16582;2061;5386;
16562;2041;5426;
16562;2061;5406;
16552;2091;5386;
16532;2071;5426;
16532;2091;5406;
16522;2071;5436;
16402;1951;5676;
16602;1851;5576;
16822;1751;5456;
16802;1791;5436;
16802;1771;5456;
16792;1751;5486;
16772;1761;5496;
16672;1661;5696;
16662;1691;5676;
16642;1731;5656;
16642;1711;5676;
16632;1741;5656;
16612;1721;5696;
16612;1701;5716;
16602;1731;5696;
16582;1771;5676;
16582;1791;5656;
16572;1821;5636;
16552;1861;5616;
16552;1841;5636;
16542;1821;5666;
16522;1801;5706;
16522;1781;5726;
16512;1811;5706;
16492;1791;5746;
16492;1771;5766;
16382;2001;5646;
16362;1981;5686;
16362;1961;5706;
16352;1941;5736;
16332;1981;5716;
16332;1961;5736;
16322;1991;5716;
16302;1971;5756;
16302;1951;5776;
16292;1931;5806;
16272;1911;5846;
16272;1931;5826;
16262;1911;5856;
16242;1951;5836;
16242;1951;5836;
16232;1981;5816;
16212;1961;5856;
16412;1861;5756;
16402;1866;5761;
16382;1846;5801;
16382;1826;5821;
16272;1726;6031;
16252;1706;6071;
16252;1686;6091;
16242;1666;6121;
16222;1646;6161;
16222;1626;6181;
16212;1656;6161;
16192;1636;6201;
16192;1656;6181;
16182;1686;6161;
16162;1726;6141;
16162;1726;6141;
16152;1706;6171;
16132;1746;6151;
16132;1766;6131;
16122;1796;6111;
16102;1836;6091;
16102;1856;6071;
16092;1861;6076;
16072;1901;6056;
16072;1881;6076;
16062;1911;6056;
16042;1951;6036;
16042;1931;6056;
16032;1961;6036;
16262;1841;5926;
16262;1821;5946;
16482;1721;5826;
16462;1761;5806;
16462;1741;5826;
16452;1771;5806;
16432;1751;5846;
16432;1731;5866;
16422;1711;5896;
16402;1751;5876;
16402;1731;5896;
16292;1961;5776;
16272;1941;5816;
16272;1921;5836;
16262;1901;5866;
16242;1941;5846;
16242;1961;5826;
16232;1941;5856;
16212;1921;5896;
16212;1901;5916;
16202;1931;5896;
16182;1911;5936;
16182;1891;5956;
16172;1871;5986;
16152;1911;5966;
16152;1891;5986;
16142;1871;6016;
16122;1851;6056;
16122;1871;6036;
16342;1771;5916;
16322;1811;5896;
16322;1831;5876;
16312;1811;5906;
16292;1851;5886;
16292;1831;5906;
16282;1861;5886;
16262;1901;5866;
16262;1881;5886;
16252;1911;5866;
16232;1891;5906;
16232;1871;5926;
16222;1851;5956;
16202;1891;5936;
16202;1911;5916;
16192;1891;5946;
16172;1931;5926;
16372;1831;5826;
16362;1861;5806;
16342;1901;5786;
16342;1881;5806;
16332;1861;5836;
16312;1901;5816;
16312;1881;5836;
16302;1911;5816;
16282;1891;5856;
16282;1911;5836;
16272;1941;5816;
16252;1981;5796;
16252;2001;5776;
16242;1981;5806;
16222;1961;5846;
16422;1861;5746;
16412;1841;5776;
16392;1881;5756;
16392;1901;5736;
16382;1881;5766;
16362;1861;5806;
16362;1841;5826;
16582;1741;5706;
16562;1721;5746;
16762;1621;5646;
16752;1601;5676;
16632;1481;5916;
16632;1501;5896;
16622;1531;5876;
16602;1571;5856;
16602;1591;5836;
16822;1491;5716;
16802;1471;5756;
16802;1491;5736;
16792;1521;5716;
16772;1501;5756;
16972;1401;5656;
16962;1431;5636;
16942;1411;5676;
16942;1431;5656;
16932;1411;5686;
17162;1291;5576;
17162;1311;5556;
17152;1341;5536;
17132;1381;5516;
17132;1401;5496;
17122;1381;5526;
17102;1421;5506;
17102;1441;5486;
17092;1471;5466;
17072;1451;5506;
17072;1431;5526;
17062;1411;5556;
17042;1451;5536;
17042;1431;5556;
17032;1436;5561;
17012;1476;5541;
17012;1496;5521;
17002;1476;5551;
16982;1516;5531;
16982;1536;5511;
16972;1566;5491;
16952;1606;5471;
16852;1506;5671;
16842;1536;5651;
16822;1516;5691;
16822;1536;5671;
16812;1566;5651;
16692;1446;5891;
16692;1426;5911;
16682;1456;5891;
16662;1496;5871;
16662;1516;5851;
16652;1496;5881;
16882;1376;5771;
16882;1396;5751;
16872;1376;5781;
17102;1256;5671;
17152;1156;5721;
17142;1186;5701;
17122;1166;5741;
17122;1146;5761;
17112;1126;5791;
17092;1106;5831;
17092;1126;5811;
17082;1156;5791;
17062;1196;5771;
17262;1096;5671;
17482;996;5551;
17462;976;5591;
17662;876;5491;
17652;881;5496;
17632;921;5476;
17832;821;5376;
17822;851;5356;
17802;831;5396;
17802;811;5416;
17792;841;5396;
17772;881;5376;
17772;861;5396;
17762;891;5376;
17742;871;5416;
17742;851;5436;
17732;881;5416;
17712;921;5396;
17712;941;5376;
17702;971;5356;
17682;1011;5336;
17682;991;5356;
17672;1021;5336;
17652;1061;5316;
17652;1081;5296;
17642;1086;5301;
17622;1126;5281;
17622;1146;5261;
17612;1176;5241;
17492;1406;5131;
17692;1306;5031;
17682;1286;5061;
17662;1326;5041;
17862;1226;4941;
18082;1126;4821;
18062;1106;4861;
18062;1086;4881;
17952;986;5091;
17932;966;5131;
17932;986;5111;
17922;966;5141;
17902;946;5181;
17902;926;5201;
17892;906;5231;
17872;886;5271;
17872;866;5291;
17862;896;5271;
17842;876;5311;
17842;896;5291;
17832;876;5321;
17812;856;5361;
17812;876;5341;
17802;906;5321;
17782;886;5361;
17782;886;5361;
18002;786;5241;
17982;826;5221;
17982;846;5201;
17972;876;5181;
17952;916;5161;
18152;816;5061;
18142;796;5091;
18122;836;5071;
18122;816;5091;
18112;846;5071;
18092;886;5051;
18292;786;4951;
18512;686;4831;
18492;726;4811;
18692;626;4711;
18682;606;4741;
18662;646;4721;
18662;626;4741;
18652;656;4721;
18632;696;4701;
18632;676;4721;
18622;656;4751;
18602;696;4731;
18602;716;4711;
18592;696;4741;
18572;736;4721;
18572;756;4701;
18562;736;4731;
18542;716;4771;
18542;736;4751;
18532;766;4731;
18512;806;4711;
18512;826;4691;
18402;1056;4571;
18382;1096;4551;
18382;1116;4531;
18372;1096;4561;
18352;1076;4601;
18552;976;4501;
18542;956;4531;
18522;936;4571;
18522;916;4591;
18512;896;4621;
18492;936;4601;
18492;916;4621;
18482;946;4601;
18362;1176;4491;
18562;1076;4391;
18782;976;4271;
18662;1206;4161;
18662;1226;4141;
18652;1256;4121;
18882;1136;4011;
18882;1116;4031;
18872;1146;4011;
18852;1186;3991;
18852;1166;4011;
18742;1396;3891;
18722;1376;3931;
18622;1576;3831;
18612;1606;3811;
18592;1586;3851;
18592;1606;3831;
18582;1586;3861;
18562;1626;3841;
18762;1526;3741;
18752;1506;3771;
18732;1486;3811;
18732;1466;3831;
18722;1496;3811;
18702;1476;3851;
18702;1496;3831;
18692;1476;3861;
18672;1516;3841;
18572;1416;4041;
18562;1421;4046;
18542;1461;4026;
18542;1441;4046;
18532;1421;4076;
18512;1461;4056;
18712;1361;3956;
18702;1391;3936;
18582;1621;3826;
18582;1641;3806;
18572;1621;3836;
18552;1601;3876;
18552;1621;3856;
18772;1521;3736;
18752;1501;3776;
18752;1521;3756;
18742;1501;3786;
18722;1541;3766;
18722;1521;3786;
18712;1551;3766;
18692;1591;3746;
18892;1491;3646;
18882;1471;3676;
18862;1481;3686;
18862;1501;3666;
18852;1531;3646;
18832;1571;3626;
18832;1551;3646;
18822;1556;3651;
18802;1596;3631;
18802;1576;3651;
18792;1606;3631;
18772;1646;3611;
18772;1666;3591;
18762;1646;3621;
18742;1626;3661;
18942;1526;3561;
19162;1426;3441;
19142;1466;3421;
19142;1486;3401;
19132;1516;3381;
19112;1556;3361;
19112;1536;3381;
19102;1516;3411;
19082;1556;3391;
19082;1536;3411;
19302;1436;3291;
19182;1316;3531;
19182;1296;3551;
19172;1276;3581;
19152;1316;3561;
19152;1296;3581;
19142;1276;3611;
19122;1316;3591;
19322;1216;3491;
19312;1246;3471;
19292;1286;3451;
19292;1266;3471;
19182;1496;3351;
19162;1536;3331;
19162;1516;3351;
19152;1496;3381;
19132;1536;3361;
19132;1556;3341;
19122;1536;3371;
19102;1516;3411;
19302;1416;3311;
19292;1446;3291;
19272;1426;3331;
19472;1326;3231;
19462;1306;3261;
19342;1536;3151;
19342;1556;3131;
19562;1456;3011;
19542;1496;2991;
19542;1476;3011;
19532;1456;3041;
19512;1496;3021;
19712;1396;2921;
19702;1426;2901;
19682;1406;2941;
19682;1386;2961;
19902;1286;2841;
19882;1266;2881;
19882;1246;2901;
19872;1276;2881;
19852;1256;2921;
19852;1236;2941;
19842;1266;2921;
19822;1306;2901;
19822;1326;2881;
20042;1226;2761;
20022;1206;2801;
20022;1186;2821;
20012;1216;2801;
19992;1256;2781;
19992;1276;2761;
19982;1256;2791;
19962;1296;2771;
19962;1316;2751;
19952;1296;2781;
19932;1276;2821;
19832;1176;3021;
19822;1156;3051;
19702;1036;3291;
19602;936;3491;
19592;966;3471;
19572;946;3511;
19572;966;3491;
19562;996;3471;
19542;1036;3451;
19542;1056;3431;
19532;1036;3461;
19512;1076;3441;
19412;976;3641;
19402;956;3671;
19382;936;3711;
19382;956;3691;
19372;986;3671;
19352;966;3711;
19252;866;3911;
19242;846;3941;
19122;1076;3831;
19122;1056;3851;
19112;1086;3831;
19092;1126;3811;
19292;1026;3711;
19282;1006;3741;
19162;1236;3631;
19162;1256;3611;
19152;1286;3591;
19132;1266;3631;
19332;1166;3531;
19322;1196;3511;
19302;1176;3551;
19302;1196;3531;
19292;1176;3561;
19272;1186;3571;
19272;1206;3551;
19492;1106;3431;
19472;1086;3471;
19472;1106;3451;
19462;1086;3481;
19442;1126;3461;
19442;1106;3481;
19432;1086;3511;
19412;1126;3491;
19412;1106;3511;
19402;1086;3541;
19382;1126;3521;
19382;1146;3501;
19372;1151;3506;
19352;1131;3546;
19352;1151;3526;
19342;1181;3506;
19322;1161;3546;
19322;1141;3566;
19312;1121;3596;
19292;1161;3576;
19292;1141;3596;
19282;1121;3626;
19512;1001;3516;
19512;981;3536;
19502;986;3541;
19482;1026;3521;
19482;1046;3501;
19472;1076;3481;
19452;1086;3491;
19452;1066;3511;
19342;1296;3391;
19322;1336;3371;
19322;1356;3351;
19312;1386;3331;
19292;1426;3311;
19292;1406;3331;
19282;1386;3361;
19262;1366;3401;
19262;1386;3381;
19482;1286;3261;
19462;1266;3301;
19462;1286;3281;
19452;1316;3261;
19432;1356;3241;
19432;1336;3261;
19422;1316;3291;
19302;1546;3181;
19302;1566;3161;
19522;1466;3041;
19502;1506;3021;
19502;1486;3041;
19492;1466;3071;
19472;1506;3051;
19472;1526;3031;
19462;1506;3061;
19442;1486;3101;
19642;1386;3001;
19632;1416;2981;
19612;1396;3021;
19612;1376;3041;
19602;1406;3021;
19582;1446;3001;
19582;1466;2981;
19572;1496;2961;
19552;1476;3001;
19552;1496;2981;
19542;1526;2961;
19522;1566;2941;
19522;1566;2941;
19512;1596;2921;
19492;1576;2961;
19492;1556;2981;
19482;1586;2961;
19462;1566;3001;
19462;1586;2981;
19452;1566;3011;
19432;1546;3051;
19632;1446;2951;
19622;1476;2931;
19852;1356;2821;
19852;1336;2841;
19742;1566;2721;
19972;1446;2611;
19972;1426;2631;
19962;1456;2611;
19942;1496;2591;
19942;1516;2571;
19932;1496;2601;
19912;1476;2641;
19912;1496;2621;
19902;1476;2651;
19882;1516;2631;
19882;1536;2611;
19872;1516;2641;
19852;1496;2681;
19852;1476;2701;
19742;1706;2581;
19722;1686;2621;
19722;1706;2601;
19712;1686;2631;
19692;1726;2611;
19692;1706;2631;
19682;1686;2661;
19662;1666;2701;
19662;1686;2681;
19652;1666;2711;
19632;1706;2691;
19632;1726;2671;
19522;1626;2881;
19502;1666;2861;
19502;1646;2881;
19492;1626;2911;
19472;1666;2891;
19472;1646;2911;
19462;1626;2941;
19442;1666;2921;
19642;1566;2821;
19697;1631;2701;
19577;1861;2591;
19577;1881;2571;
19567;1861;2601;
19547;1901;2581;
19547;1921;2561;
19537;1901;2591;
19517;1881;2631;
19517;1861;2651;
19737;1761;2531;
19717;1771;2541;
19717;1751;2561;
19707;1781;2541;
19687;1821;2521;
19887;1721;2421;
20107;1621;2301;
20087;1661;2281;
20087;1641;2301;
20077;1671;2281;
19957;1551;2521;
20157;1451;2421;
20147;1481;2401;
20127;1521;2381;
20127;1501;2401;
20117;1531;2381;
20097;1571;2361;
20097;1591;2341;
20087;1621;2321;
20067;1661;2301;
20067;1641;2321;
20287;1541;2201;
20517;1421;2091;
20517;1421;2091;
20507;1401;2121;
20487;1381;2161;
20487;1361;2181;
20477;1341;2211;
20357;1221;2451;
20357;1241;2431;
20347;1271;2411;
20327;1311;2391;
20327;1331;2371;
20317;1311;2401;
20297;1351;2381;
20297;1331;2401;
20287;1361;2381;
20267;1401;2361;
20267;1381;2381;
20257;1361;2411;
20237;1341;2451;
20237;1361;2431;
20127;1261;2641;
20107;1241;2681;
20107;1221;2701;
20097;1201;2731;
20077;1181;2771;
20077;1201;2751;
19967;1431;2631;
19947;1471;2611;
19847;1671;2511;
19837;1701;2491;
19817;1741;2471;
19817;1761;2451;
19807;1741;2481;
19787;1721;2521;
19787;1741;2501;
19777;1721;2531;
19657;1601;2771;
19657;1581;2791;
19647;1561;2821;
19627;1541;2861;
19627;1561;2841;
19617;1541;2871;
19497;1771;2761;
19397;1971;2661;
19387;1951;2691;
19367;1991;2671;
19367;2011;2651;
19357;1991;2681;
19337;2031;2661;
19337;2051;2641;
19327;2031;2671;
19307;2011;2711;
19307;1991;2731;
19297;2021;2711;
19277;2061;2691;
19277;2081;2671;
19267;2061;2701;
19247;2101;2681;
19247;2121;2661;
19237;2101;2691;
19217;2141;2671;
19217;2121;2691;
19207;2101;2721;
19187;2141;2701;
19187;2121;2721;
19177;2151;2701;
19157;2131;2741;
19157;2151;2721;
19377;2051;2601;
19357;2031;2641;
19357;2051;2621;
19347;2081;2601;
19327;2061;2641;
19327;2081;2621;
19317;2111;2601;
19297;2091;2641;
19297;2111;2621;
19287;2141;2601;
19267;2181;2581;
19467;2081;2481;
19457;2086;2486;
19437;2066;2526;
19437;2086;2506;
19427;2116;2486;
19307;1996;2726;
19307;2016;2706;
19297;1996;2736;
19277;1976;2776;
19477;1876;2676;
19467;1906;2656;
19447;1946;2636;
19447;1966;2616;
19437;1996;2596;
19417;1976;2636;
19417;1996;2616;
19407;2026;2596;
19387;2066;2576;
19287;1966;2776;
19277;1996;2756;
19257;1976;2796;
19257;1996;2776;
19247;2026;2756;
19227;2066;2736;
19227;2046;2756;
19447;1946;2636;
19427;1926;2676;
19427;1906;2696;
19417;1886;2726;
19397;1866;2766;
19397;1846;2786;
19287;1746;2996;
19167;1626;3236;
19167;1646;3216;
19057;1876;3096;
19037;1856;3136;
19037;1836;3156;
19027;1816;3186;
19007;1856;3166;
19007;1836;3186;
18997;1866;3166;
19227;1746;3056;
19227;1746;3056;
19217;1776;3036;
19197;1756;3076;
19197;1736;3096;
19187;1716;3126;
19167;1726;3136;
19167;1746;3116;
19057;1646;3326;
19037;1626;3366;
19037;1646;3346;
19027;1626;3376;
19007;1606;3416;
19007;1586;3436;
18997;1566;3466;
18977;1606;3446;
18977;1586;3466;
18867;1486;3676;
18847;1526;3656;
18847;1546;3636;
18837;1526;3666;
18817;1506;3706;
18817;1506;3706;
18807;1536;3686;
18787;1516;3726;
18787;1496;3746;
18777;1526;3726;
19007;1406;3616;
19007;1386;3636;
18997;1366;3666;
18977;1346;3706;
18977;1326;3726;
19197;1226;3606;
19177;1206;3646;
19177;1186;3666;
19167;1216;3646;
19147;1196;3686;
19147;1176;3706;
19137;1156;3736;
19117;1196;3716;
19117;1176;3736;
19107;1156;3766;
19087;1136;3806;
19287;1036;3706;
19277;1066;3686;
19507;946;3576;
19507;966;3556;
19497;946;3586;
19477;926;3626;
19477;906;3646;
19697;806;3526;
19677;846;3506;
19677;846;3506;
19667;876;3486;
19647;916;3466;
19647;896;3486;
19637;926;3466;
19617;906;3506;
19617;926;3486;
19607;956;3466;
19487;836;3706;
19487;856;3686;
19477;836;3716;
19457;876;3696;
19457;896;3676;
19447;926;3656;
19427;906;3696;
19627;806;3596;
19617;786;3626;
19497;666;3866;
19497;686;3846;
19487;666;3876;
19717;546;3766;
19717;526;3786;
19707;506;3816;
19587;736;3706;
19787;636;3606;
19777;666;3586;
19757;646;3626;
19757;646;3626;
19747;676;3606;
19727;716;3586;
19627;616;3786;
19617;596;3816;
19597;636;3796;
19597;656;3776;
19587;686;3756;
19567;666;3796;
19567;686;3776;
19457;916;3656;
19437;896;3696;
19437;916;3676;
19427;896;3706;
19407;936;3686;
19407;956;3666;
19397;986;3646;
19377;1026;3626;
19377;1046;3606;
19367;1026;3636;
19347;1066;3616;
19347;1046;3636;
19337;1026;3666;
19317;1006;3706;
19317;986;3726;
19307;966;3756;
19287;1006;3736;
19287;1026;3716;
19277;1056;3696;
19257;1036;3736;
19157;1236;3636;
19147;1266;3616;
19127;1246;3656;
19027;1146;3856;
19017;1176;3836;
18997;1216;3816;
18997;1196;3836;
18987;1176;3866;
18967;1156;3906;
18967;1176;3886;
18957;1156;3916;
18937;1136;3956;
18937;1136;3956;
18927;1116;3986;
18907;1096;4026;
18907;1116;4006;
18897;1146;3986;
18877;1126;4026;
18877;1106;4046;
18867;1136;4026;
18847;1116;4066;
18847;1136;4046;
18837;1141;4051;
18817;1121;4091;
18817;1141;4071;
